"","Year","y2_statefips","y2_countyfips","n2","pop_estimate","inflow_per_Capita","percentage_change","data_issue_inflow"
"28050",2006,"31","003",255,6836,0.0373025160912814,0.343768285547092,0
"28051",2007,"31","003",235,6767,0.0347273533323482,-6.90345592943842,0
"28052",2008,"31","003",238,6704,0.0355011933174224,2.22832986340325,0
"28053",2009,"31","003",308,6739,0.0457041104021368,28.7396454352627,0
"28054",2010,"31","003",235,6679,0.0351849079203474,-23.0158784171361,0
"28055",2011,"31","003",252,6621,0.038060715903942,8.17341341379942,0
"28056",2012,"31","003",293,6550,0.0447328244274809,17.5301708469647,0
"28057",2013,"31","003",216,6472,0.0333745364647713,-25.3913945924054,0
"28058",2014,"31","003",177,6419,0.0275743885340396,-17.3789617628222,0
"28059",2015,"31","003",149,6415,0.0232268121590023,-15.7667190685672,0
"28060",2016,"31","003",198,6345,0.0312056737588652,34.3519444047789,0
"28061",2017,"31","003",278,6341,0.0438416653524681,40.4926094249545,0
"28062",2018,"31","003",208,6308,0.0329740012682308,-24.7884381144419,0
"28063",2019,"31","003",181,6298,0.028739282311845,-12.84259960427,0
"28064",2020,"31","003",194,6278,0.03090156100669,7.52377415477005,0
"28065",2021,"31","003",190,6292,0.0301970756516211,-2.27977271088799,0
"28066",2005,"31","005",-1,428,-0.00233644859813084,NA,1
"28067",2006,"31","005",-1,450,-0.00222222222222222,-4.88888888888888,1
"28068",2007,"31","005",33,457,0.0722100656455142,-3349.45295404814,1
"28069",2008,"31","005",26,453,0.0573951434878587,-20.5164225031775,0
"28070",2009,"31","005",-1,442,-0.00226244343891403,-103.941872607031,1
"28071",2010,"31","005",-1,465,-0.0021505376344086,-4.94623655913979,1
"28072",2011,"31","005",-1,468,-0.00213675213675214,-0.641025641025631,1
"28073",2012,"31","005",27,479,0.0563674321503132,-2737.99582463466,1
"28074",2013,"31","005",-1,454,-0.00220264317180617,-103.907652145538,1
"28075",2014,"31","005",-1,451,-0.00221729490022173,0.665188470066509,1
"28076",2015,"31","005",-1,451,-0.00221729490022173,0,1
"28077",2016,"31","005",-1,466,-0.00214592274678112,-3.21888412017167,1
"28078",2017,"31","005",-1,455,-0.0021978021978022,2.41758241758242,1
"28079",2018,"31","005",-1,462,-0.00216450216450216,-1.51515151515152,1
"28080",2005,"31","007",45,731,0.0615595075239398,NA,NA
"28081",2006,"31","007",-1,733,-0.00136425648021828,-102.216158860088,1
"28082",2007,"31","007",40,715,0.0559440559440559,-4200.6993006993,1
"28083",2008,"31","007",45,677,0.0664697193500739,18.814623338257,0
"28084",2009,"31","007",30,686,0.043731778425656,-34.2079689018465,0
"28085",2010,"31","007",32,691,0.0463096960926194,5.89483839845634,0
"28086",2011,"31","007",30,655,0.0458015267175573,-1.0973282442748,0
"28087",2012,"31","007",62,684,0.0906432748538012,97.9044834307992,0
"28088",2013,"31","007",20,678,0.0294985250737463,-67.4564658863831,0
"28089",2014,"31","007",-1,670,-0.00149253731343284,-105.059701492537,1
"28090",2015,"31","007",-1,711,-0.00140646976090014,-5.76652601969058,1
"28091",2016,"31","007",-1,716,-0.00139664804469274,-0.698324022346367,1
"28092",2017,"31","007",-1,726,-0.00137741046831956,-1.37741046831956,1
"28093",2018,"31","007",-1,725,-0.00137931034482759,0.137931034482748,1
"28094",2005,"31","009",-1,492,-0.00203252032520325,NA,1
"28095",2006,"31","009",-1,493,-0.00202839756592292,-0.202839756592304,1
"28096",2007,"31","009",26,463,0.0561555075593952,-2868.46652267819,1
"28097",2008,"31","009",29,456,0.0635964912280702,13.2506747638327,0
"28098",2009,"31","009",-1,477,-0.00209643605870021,-103.29646497506,1
"28099",2010,"31","009",-1,478,-0.00209205020920502,-0.209205020920516,1
"28100",2011,"31","009",27,475,0.0568421052631579,-2817.05263157895,1
"28101",2012,"31","009",37,498,0.0742971887550201,30.708017254202,0
"28102",2013,"31","009",31,470,0.0659574468085106,-11.2248418631397,0
"28103",2014,"31","009",-1,490,-0.00204081632653061,-103.094140882159,1
"28104",2015,"31","009",-1,477,-0.00209643605870021,2.72536687631027,1
"28105",2016,"31","009",-1,470,-0.00212765957446809,1.48936170212766,1
"28106",2017,"31","009",-1,479,-0.00208768267223382,-1.87891440501045,1
"28107",2018,"31","009",-1,480,-0.00208333333333333,-0.208333333333325,1
"28108",2005,"31","011",191,5746,0.0332405151409676,NA,NA
"28109",2006,"31","011",169,5623,0.0300551307131425,-9.5828371320856,0
"28110",2007,"31","011",199,5582,0.0356503045503404,18.6163683352449,0
"28111",2008,"31","011",239,5548,0.0430785868781543,20.8365185697775,0
"28112",2009,"31","011",204,5514,0.0369967355821545,-14.1180380712162,0
"28113",2010,"31","011",182,5511,0.0330248593721648,-10.7357477558252,0
"28114",2011,"31","011",180,5407,0.0332901793970779,0.803394866646202,0
"28115",2012,"31","011",239,5429,0.0440228403020814,32.2397208407523,0
"28116",2013,"31","011",193,5397,0.0357606077450435,-18.7680588084346,0
"28117",2014,"31","011",173,5357,0.0322941945118536,-9.69338456970251,0
"28118",2015,"31","011",132,5310,0.0248587570621469,-23.0240684497567,0
"28119",2016,"31","011",184,5333,0.034502156384774,38.7927654569319,0
"28120",2017,"31","011",245,5320,0.0460526315789474,33.4775457665904,0
"28121",2018,"31","011",147,5241,0.0280480824270177,-39.09559244419,0
"28122",2019,"31","011",135,5192,0.0260015408320493,-7.29654727838747,0
"28123",2020,"31","011",154,5359,0.0287367046090689,10.519237281693,0
"28124",2021,"31","011",216,5400,0.04,39.1948051948052,0
"28125",2005,"31","013",525,11422,0.0459639292593241,NA,NA
"28126",2006,"31","013",460,11338,0.0405715293702593,-11.7318079110282,0
"28127",2007,"31","013",602,11409,0.0527653606801648,30.0551433460235,0
"28128",2008,"31","013",627,11482,0.0546072112872322,3.49064345116812,0
"28129",2009,"31","013",424,11347,0.0373667048559091,-31.5718492574884,0
"28130",2010,"31","013",413,11275,0.036629711751663,-1.97232564950007,0
"28131",2011,"31","013",563,11295,0.0498450641876937,36.0782321346843,0
"28132",2012,"31","013",533,11265,0.0473146915224146,-5.07647588886813,0
"28133",2013,"31","013",531,11296,0.047007790368272,-0.648638180378309,0
"28134",2014,"31","013",562,11298,0.04974331740131,5.81930571849291,0
"28135",2015,"31","013",413,11325,0.0364679911699779,-26.6876576088237,0
"28136",2016,"31","013",404,11176,0.0361488904795991,-0.875015815627055,0
"28137",2017,"31","013",535,10835,0.0493770189201661,36.5934562999447,0
"28138",2018,"31","013",506,10733,0.0471443212522128,-4.52173443593911,0
"28139",2019,"31","013",441,10783,0.0408977093573217,-13.2499773651909,0
"28140",2020,"31","013",349,10826,0.032237206724552,-21.17600904516,0
"28141",2021,"31","013",335,10647,0.031464262233493,-2.39767824074635,0
"28142",2005,"31","015",68,2219,0.0306444344299234,NA,NA
"28143",2006,"31","015",41,2143,0.0191320578628091,-37.5675935329802,0
"28144",2007,"31","015",57,2109,0.027027027027027,41.2656558998023,0
"28145",2008,"31","015",62,2102,0.0294957183634634,9.13415794481445,0
"28146",2009,"31","015",61,2075,0.0293975903614458,-0.332685581033807,0
"28147",2010,"31","015",79,2105,0.0375296912114014,27.662474202718,0
"28148",2011,"31","015",49,2079,0.0235690235690236,-37.1989941610195,0
"28149",2012,"31","015",23,2060,0.0111650485436893,-52.628294036061,0
"28150",2013,"31","015",53,2016,0.0262896825396825,135.464113181505,0
"28151",2014,"31","015",-1,2019,-0.000495294700346706,-101.883988897923,1
"28152",2015,"31","015",-1,2002,-0.0004995004995005,0.849150849150854,1
"28153",2016,"31","015",-1,1980,-0.000505050505050505,1.11111111111111,1
"28154",2017,"31","015",45,1955,0.0230179028132992,-4657.54475703325,1
"28155",2018,"31","015",56,1950,0.0287179487179487,24.7635327635328,0
"28156",2021,"31","015",42,1786,0.0235162374020157,-18.1131019036954,0
"28157",2005,"31","017",140,3329,0.0420546710723941,NA,NA
"28158",2006,"31","017",149,3319,0.0448930400723109,6.7492360005165,0
"28159",2007,"31","017",102,3225,0.0316279069767442,-29.5483065397222,0
"28160",2008,"31","017",130,3149,0.0412829469672912,30.5269646759943,0
"28161",2009,"31","017",121,3115,0.0388443017656501,-5.90714903074454,0
"28162",2010,"31","017",156,3155,0.049445324881141,27.2910636402929,0
"28163",2011,"31","017",99,3098,0.0319561007101356,-35.3708347817451,0
"28164",2012,"31","017",107,3052,0.0350589777195282,9.70981108595788,0
"28165",2013,"31","017",129,2958,0.0436105476673428,24.3919546548881,0
"28166",2014,"31","017",86,2974,0.0289172831203766,-33.6919973100202,0
"28167",2015,"31","017",50,2982,0.0167672702883971,-42.016439723613,0
"28168",2016,"31","017",85,2980,0.0285234899328859,70.1140939597315,0
"28169",2017,"31","017",124,3000,0.0413333333333333,44.9098039215686,0
"28170",2018,"31","017",83,2967,0.027974384900573,-32.3200365308718,0
"28171",2019,"31","017",95,2955,0.0321489001692047,14.9226347012415,0
"28172",2020,"31","017",129,2902,0.0444521019986216,38.2694330588705,0
"28173",2021,"31","017",62,2912,0.0212912087912088,-52.1030326262884,0
"28174",2005,"31","019",2196,44131,0.0497609390224559,NA,NA
"28175",2006,"31","019",2405,44645,0.0538694142681151,8.25642627805961,0
"28176",2007,"31","019",2204,45060,0.0489125610297381,-9.20160968097053,0
"28177",2008,"31","019",2369,45343,0.0522462122047505,6.81553184873211,0
"28178",2009,"31","019",2320,45970,0.0504676963236894,-3.40410492169495,0
"28179",2010,"31","019",2076,46175,0.0449593936112615,-10.9145118832029,0
"28180",2011,"31","019",2260,46824,0.0482658465744063,7.35430951701398,0
"28181",2012,"31","019",2177,47637,0.0456997711862628,-5.3165448661253,0
"28182",2013,"31","019",2265,47999,0.0471884830933978,3.25759159945752,0
"28183",2014,"31","019",2157,48200,0.0447510373443983,-5.16534033140061,0
"28184",2015,"31","019",1538,48578,0.0316604224134382,-29.2520927061789,0
"28185",2016,"31","019",2154,49104,0.0438660801564027,38.551784254729,0
"28186",2017,"31","019",2860,49350,0.0579533941236069,32.1143669937601,0
"28187",2018,"31","019",2097,49352,0.0424906792024639,-26.6812930544897,0
"28188",2019,"31","019",1921,49659,0.0386838236774804,-8.95927200138228,0
"28189",2020,"31","019",2356,50195,0.0469369459109473,21.3348150438174,0
"28190",2021,"31","019",2113,50310,0.0419996024647187,-10.5190982293482,0
"28191",2005,"31","021",296,7225,0.0409688581314879,NA,NA
"28192",2006,"31","021",352,7122,0.0494243190115136,20.638751641279,0
"28193",2007,"31","021",306,6999,0.0437205315045006,-11.5404473366325,0
"28194",2008,"31","021",337,6967,0.0483708913449117,10.6365583408618,0
"28195",2009,"31","021",327,6885,0.0474945533769063,-1.81170522940464,0
"28196",2010,"31","021",296,6842,0.0432622040339082,-8.91123095612904,0
"28197",2011,"31","021",361,6783,0.0532212885154062,23.0202891967598,0
"28198",2012,"31","021",276,6681,0.041311180960934,-22.3784652470872,0
"28199",2013,"31","021",306,6570,0.0465753424657534,12.7427039904705,0
"28200",2014,"31","021",277,6546,0.0423159181179346,-9.14523462914039,0
"28201",2015,"31","021",137,6538,0.020954420312022,-50.4809980640808,0
"28202",2016,"31","021",288,6537,0.0440569068379991,110.251136428349,0
"28203",2017,"31","021",385,6531,0.0589496248660236,33.8033672740264,0
"28204",2018,"31","021",288,6486,0.0444033302497687,-24.6758052308469,0
"28205",2019,"31","021",254,6459,0.0393249729060226,-11.4368839345616,0
"28206",2020,"31","021",336,6721,0.0499925606308585,27.1267516199666,0
"28207",2021,"31","021",287,6706,0.0427974947807933,-14.3922730887762,0
"28208",2005,"31","023",348,8479,0.0410425757754452,NA,NA
"28209",2006,"31","023",384,8396,0.0457360647927585,11.4356590166089,0
"28210",2007,"31","023",454,8375,0.0542089552238806,18.5256218905473,0
"28211",2008,"31","023",480,8355,0.0574506283662478,5.97995871526982,0
"28212",2009,"31","023",439,8387,0.0523429116489806,-8.89061941099321,0
"28213",2010,"31","023",359,8374,0.0428707905421543,-18.0962823970278,0
"28214",2011,"31","023",316,8256,0.0382751937984496,-10.7196454406081,0
"28215",2012,"31","023",378,8252,0.0458070770722249,19.6782368064205,0
"28216",2013,"31","023",398,8231,0.0483537844733325,5.55963742696825,0
"28217",2014,"31","023",284,8181,0.034714582569368,-28.2071032340532,0
"28218",2015,"31","023",187,8058,0.0232067510548523,-33.1498484578356,0
"28219",2016,"31","023",291,7996,0.0363931965982991,56.8215926144891,0
"28220",2017,"31","023",420,8032,0.0522908366533865,43.6829999589272,0
"28221",2018,"31","023",333,8043,0.041402461767997,-20.8227207332019,0
"28222",2019,"31","023",318,8016,0.0396706586826347,-4.18285051518584,0
"28223",2020,"31","023",367,8345,0.0439784301977232,10.8588353663362,0
"28224",2021,"31","023",383,8425,0.045459940652819,3.36872063972056,0
"28225",2005,"31","025",1816,25170,0.0721493841875248,NA,NA
"28226",2006,"31","025",1677,25240,0.0664421553090333,-7.91029465152161,0
"28227",2007,"31","025",1485,25256,0.0587979094076655,-11.5051142844676,0
"28228",2008,"31","025",1617,25322,0.0638575152041703,8.60507771020367,0
"28229",2009,"31","025",1371,25122,0.0545736804394555,-14.5383589308663,0
"28230",2010,"31","025",1474,25239,0.0584016799397757,7.01436932509454,0
"28231",2011,"31","025",1379,25237,0.0546419938978484,-6.4376333793897,0
"28232",2012,"31","025",1773,25126,0.0705643556475364,29.1394230222536,0
"28233",2013,"31","025",1610,25295,0.0636489424787507,-9.80015066434906,0
"28234",2014,"31","025",1590,25404,0.062588568729334,-1.66597229760854,0
"28235",2015,"31","025",978,25421,0.0384721293418827,-38.5316997609316,0
"28236",2016,"31","025",1815,25647,0.0707685109369517,83.9474761276328,0
"28237",2017,"31","025",2624,25935,0.101176016965491,42.9675651302446,0
"28238",2018,"31","025",1708,26189,0.0652182213906602,-35.5398410149858,0
"28239",2019,"31","025",1787,26248,0.0680813776287717,4.39011702107156,0
"28240",2020,"31","025",2171,26601,0.0816134731777001,19.8763538874243,0
"28241",2021,"31","025",1856,27071,0.0685604521443611,-15.9937085448111,0
"28242",2005,"31","027",322,9240,0.0348484848484849,NA,NA
"28243",2006,"31","027",236,9060,0.0260485651214128,-25.2519435646415,0
"28244",2007,"31","027",254,8941,0.0284084554300414,9.0595788966843,0
"28245",2008,"31","027",289,8839,0.0326960063355583,15.0925167898531,0
"28246",2009,"31","027",275,8854,0.0310594081770951,-5.00549865835863,0
"28247",2010,"31","027",246,8819,0.0278943190837963,-10.1904359389335,0
"28248",2011,"31","027",283,8752,0.032335466179159,15.9213318024405,0
"28249",2012,"31","027",393,8699,0.0451776066214507,39.7153403360201,0
"28250",2013,"31","027",366,8625,0.0424347826086957,-6.0712025666556,0
"28251",2014,"31","027",269,8542,0.0314914539920393,-25.7885817810548,0
"28252",2015,"31","027",181,8518,0.0212491195116224,-32.5241714244316,0
"28253",2016,"31","027",369,8604,0.0428870292887029,101.829677061421,0
"28254",2017,"31","027",403,8515,0.0473282442748092,10.3556134797989,0
"28255",2018,"31","027",235,8453,0.027800780787886,-41.2596405933377,0
"28256",2019,"31","027",230,8402,0.0273744346584147,-1.5335760989025,0
"28257",2020,"31","027",276,8372,0.032967032967033,20.4300047778309,0
"28258",2021,"31","027",294,8325,0.0353153153153153,7.12312312312312,0
"28259",2005,"31","029",154,3983,0.0386643233743409,NA,NA
"28260",2006,"31","029",165,3965,0.0416141235813367,7.62925598991173,0
"28261",2007,"31","029",128,3913,0.0327114745719397,-21.3933353468237,0
"28262",2008,"31","029",153,3865,0.0395860284605433,21.0157260672704,0
"28263",2009,"31","029",172,3921,0.0438663606222902,10.8127345131711,0
"28264",2010,"31","029",172,3966,0.043368633383762,-1.13464447806354,0
"28265",2011,"31","029",199,3983,0.0499623399447653,15.2038605935692,0
"28266",2012,"31","029",206,4015,0.051307596513076,2.69254116159878,0
"28267",2013,"31","029",217,3981,0.0545089173574479,6.23946756803555,0
"28268",2014,"31","029",174,3981,0.0437076111529766,-19.815668202765,0
"28269",2015,"31","029",75,3963,0.0189250567751703,-56.7007752747396,0
"28270",2016,"31","029",102,3914,0.026060296371998,37.7026060296372,0
"28271",2017,"31","029",196,3928,0.04989816700611,91.4719859430534,0
"28272",2018,"31","029",114,3937,0.0289560579121158,-41.9696961842903,0
"28273",2019,"31","029",128,3924,0.0326197757390418,12.6526816531645,0
"28274",2020,"31","029",116,3887,0.0298430666323643,-8.51234885515823,0
"28275",2021,"31","029",143,3829,0.0373465656829459,25.1431903531128,0
"28276",2005,"31","031",299,6039,0.049511508527902,NA,NA
"28277",2006,"31","031",235,5927,0.0396490636072212,-19.9194999585255,0
"28278",2007,"31","031",275,5834,0.0471374700034282,18.886716898008,0
"28279",2008,"31","031",262,5752,0.0455493741307371,-3.36907320773803,0
"28280",2009,"31","031",259,5683,0.0455745204997361,0.0552068375884652,0
"28281",2010,"31","031",289,5694,0.0507551808921672,11.3674490386819,0
"28282",2011,"31","031",288,5730,0.050261780104712,-0.972119060127893,0
"28283",2012,"31","031",449,5732,0.0783321702721563,55.848380437311,0
"28284",2013,"31","031",277,5755,0.0481320590790617,-38.5539058705609,0
"28285",2014,"31","031",279,5744,0.0485724233983287,0.914908540570985,0
"28286",2015,"31","031",216,5824,0.0370879120879121,-23.6440978376462,0
"28287",2016,"31","031",294,5829,0.0504374678332476,35.994357713349,0
"28288",2017,"31","031",354,5790,0.061139896373057,21.2192027069895,0
"28289",2018,"31","031",202,5763,0.0350511886170397,-42.6705135331469,0
"28290",2019,"31","031",195,5689,0.0342766742837054,-2.20966638762662,0
"28291",2020,"31","031",345,5454,0.0632563256325633,84.5462751403345,0
"28292",2021,"31","031",217,5447,0.039838443179732,-37.0206176515194,0
"28293",2005,"31","033",576,10125,0.0568888888888889,NA,NA
"28294",2006,"31","033",527,9943,0.0530021120386201,-6.83222493211305,0
"28295",2007,"31","033",655,10139,0.0646020317585561,21.8857688378222,0
"28296",2008,"31","033",626,10150,0.0616748768472906,-4.53105704508706,0
"28297",2009,"31","033",515,10032,0.0513357256778309,-16.7639591645393,0
"28298",2010,"31","033",455,9968,0.0456460674157303,-11.0832333369696,0
"28299",2011,"31","033",494,9989,0.0494543998398238,8.34317749524476,0
"28300",2012,"31","033",546,10073,0.0542043085476025,9.60462309352256,0
"28301",2013,"31","033",596,10067,0.0592033376378266,9.22256777029798,0
"28302",2014,"31","033",617,10113,0.0610105804410165,3.05260290263645,0
"28303",2015,"31","033",404,10137,0.039854000197297,-34.6769037284822,0
"28304",2016,"31","033",615,10047,0.0612123021797552,53.5913631673708,0
"28305",2017,"31","033",575,9644,0.0596225632517628,-2.59709057065685,0
"28306",2018,"31","033",602,9282,0.0648567119155355,8.77880516755198,0
"28307",2019,"31","033",691,8910,0.0775533108866442,19.5763839949886,0
"28308",2020,"31","033",700,9486,0.0737929580434324,-4.84873282677526,0
"28309",2021,"31","033",552,9502,0.0580930330456746,-21.2756412183901,0
"28310",2005,"31","035",301,6669,0.0451342030289399,NA,NA
"28311",2006,"31","035",293,6609,0.0443334846421546,-1.77408336261486,0
"28312",2007,"31","035",280,6564,0.0426569165143205,-3.7817197122374,0
"28313",2008,"31","035",356,6543,0.054409292373529,27.5509268356586,0
"28314",2009,"31","035",314,6512,0.0482186732186732,-11.3778711039947,0
"28315",2010,"31","035",348,6536,0.0532435740514076,10.4210682238109,0
"28316",2011,"31","035",288,6453,0.0446304044630404,-16.1769185142436,0
"28317",2012,"31","035",307,6384,0.0480889724310777,7.74935385338346,0
"28318",2013,"31","035",337,6358,0.0530040893362693,10.2208815383528,0
"28319",2014,"31","035",253,6314,0.0400696864111498,-24.4026509786081,0
"28320",2015,"31","035",135,6291,0.0214592274678112,-46.4452323194626,0
"28321",2016,"31","035",182,6135,0.0296658516707416,38.2428687856561,0
"28322",2017,"31","035",391,6186,0.0632072421597155,113.063972884535,0
"28323",2018,"31","035",263,6202,0.0424056755885198,-32.9100999512574,0
"28324",2019,"31","035",228,6203,0.0367564081895857,-13.3219606114789,0
"28325",2020,"31","035",292,6105,0.0478296478296478,30.1260111786428,0
"28326",2021,"31","035",306,6047,0.0506036050934348,5.79966064911617,0
"28327",2005,"31","037",297,10238,0.0290095721820668,NA,NA
"28328",2006,"31","037",396,9993,0.0396277394175923,36.6022882684546,0
"28329",2007,"31","037",390,9993,0.0390273191233864,-1.51515151515153,0
"28330",2008,"31","037",497,10083,0.0492908856491124,26.2984154593795,0
"28331",2009,"31","037",675,10380,0.065028901734104,31.9288563752457,0
"28332",2010,"31","037",622,10540,0.0590132827324478,-9.25068522032468,0
"28333",2011,"31","037",657,10566,0.0621805792163543,5.36709082642681,0
"28334",2012,"31","037",740,10552,0.0701288855193328,12.7826186297216,0
"28335",2013,"31","037",742,10454,0.0709776162234551,1.21024410674305,0
"28336",2014,"31","037",689,10663,0.064615961736847,-8.96290242628046,0
"28337",2015,"31","037",520,10717,0.0485210413361948,-24.9085829074245,0
"28338",2016,"31","037",575,10712,0.0536781179985064,10.6285366519216,0
"28339",2017,"31","037",511,10700,0.0477570093457944,-11.0307679804957,0
"28340",2018,"31","037",508,10734,0.0473262530277622,-0.901975069069255,0
"28341",2019,"31","037",352,10709,0.0328695489774956,-30.5469018258982,0
"28342",2020,"31","037",470,10557,0.0445202235483565,35.4451914714063,0
"28343",2021,"31","037",415,10474,0.0396219209471071,-11.0024213960405,0
"28344",2005,"31","039",368,9642,0.0381663555278988,NA,NA
"28345",2006,"31","039",367,9440,0.0388771186440678,1.86227662122327,0
"28346",2007,"31","039",321,9286,0.034568167133319,-11.0835156025801,0
"28347",2008,"31","039",402,9215,0.0436245252306023,26.1985486889012,0
"28348",2009,"31","039",362,9132,0.03964082347788,-9.13179394311839,0
"28349",2010,"31","039",331,9160,0.0361353711790393,-8.84303602016936,0
"28350",2011,"31","039",382,9117,0.041899747724032,15.952171949285,0
"28351",2012,"31","039",423,9082,0.0465756441312486,11.1597244881135,0
"28352",2013,"31","039",350,9010,0.0388457269700333,-16.5964793518103,0
"28353",2014,"31","039",347,9017,0.0384828656981258,-0.934108588539099,0
"28354",2015,"31","039",211,9075,0.0232506887052342,-39.581711799684,0
"28355",2016,"31","039",320,8957,0.0357262476275539,53.6567285403087,0
"28356",2017,"31","039",470,8947,0.0525315748295518,47.0391611713424,0
"28357",2018,"31","039",328,8935,0.0367095691102406,-30.1190393980164,0
"28358",2019,"31","039",288,8846,0.0325570879493556,-11.3117131623498,0
"28359",2020,"31","039",308,9008,0.0341918294849023,5.02115403591868,0
"28360",2021,"31","039",305,8972,0.0339946500222916,-0.576685908830352,0
"28361",2005,"31","041",431,11248,0.0383179231863442,NA,NA
"28362",2006,"31","041",411,11090,0.0370604147880974,-3.28177597760572,0
"28363",2007,"31","041",386,11005,0.0350749659245797,-5.3573303884211,0
"28364",2008,"31","041",509,11001,0.0462685210435415,31.9132316280244,0
"28365",2009,"31","041",490,10999,0.0445495045004091,-3.71530471335937,0
"28366",2010,"31","041",412,10905,0.0377808344795965,-15.1935921548812,0
"28367",2011,"31","041",478,10903,0.0438411446390902,16.0406995847763,0
"28368",2012,"31","041",601,10844,0.0554223533751383,26.416301014463,0
"28369",2013,"31","041",526,10828,0.0485777613594385,-12.3498761760814,0
"28370",2014,"31","041",504,10770,0.0467966573816156,-3.66650073609625,0
"28371",2015,"31","041",270,10828,0.0249353527890654,-46.715525885271,0
"28372",2016,"31","041",472,10824,0.0436067997043607,74.8794174810435,0
"28373",2017,"31","041",632,10869,0.0581470236452295,33.3439372745688,0
"28374",2018,"31","041",377,10830,0.0348107109879963,-40.1332883340931,0
"28375",2019,"31","041",345,10777,0.0320126194673842,-8.03801887751423,0
"28376",2020,"31","041",444,10493,0.042313923568093,32.1788853024169,0
"28377",2021,"31","041",412,10476,0.039327987781596,-7.05662707380921,0
"28378",2005,"31","043",1189,20191,0.0588876231984548,NA,NA
"28379",2006,"31","043",1396,20295,0.0687854151268785,16.8079324496892,0
"28380",2007,"31","043",1398,20564,0.0679828827076444,-1.16671887165876,0
"28381",2008,"31","043",1394,20559,0.0678048543217083,-0.261872369698954,0
"28382",2009,"31","043",1619,20924,0.0773752628560505,14.1146362308136,0
"28383",2010,"31","043",1365,21034,0.0648949320148331,-16.1296134973213,0
"28384",2011,"31","043",1221,20811,0.058670895199654,-9.5909443494855,0
"28385",2012,"31","043",1252,20714,0.0604422129960413,3.01907409177855,0
"28386",2013,"31","043",1397,20765,0.0672766674692993,11.307419325804,0
"28387",2014,"31","043",1201,20547,0.0584513554290164,-13.1179387628113,0
"28388",2015,"31","043",1040,20550,0.0506082725060827,-13.4181369539982,0
"28389",2016,"31","043",1097,20279,0.0540953695941614,6.89036972692478,0
"28390",2017,"31","043",1379,20010,0.0689155422288856,27.3963792944002,0
"28391",2018,"31","043",1249,20002,0.0624437556244376,-9.39089557324181,0
"28392",2019,"31","043",1263,20026,0.0630680115849396,0.999709185105,0
"28393",2020,"31","043",1186,21552,0.0550296956198961,-12.7454723290547,0
"28394",2021,"31","043",1018,21256,0.0478923598042906,-12.9699714585101,0
"28395",2005,"31","045",433,9087,0.0476504897105755,NA,NA
"28396",2006,"31","045",495,9040,0.0547566371681416,14.9130628052893,0
"28397",2007,"31","045",491,9181,0.0534800130704716,-2.33145087736091,0
"28398",2008,"31","045",512,9134,0.0560543026056492,4.8135544241274,0
"28399",2009,"31","045",516,9218,0.0559774354523758,-0.137129800390542,0
"28400",2010,"31","045",489,9168,0.0533376963350785,-4.71571999675312,0
"28401",2011,"31","045",406,9203,0.0441160491144192,-17.2891741756656,0
"28402",2012,"31","045",404,9133,0.0442351910653674,0.270064870585162,0
"28403",2013,"31","045",424,9062,0.0467887883469433,5.77277326055271,0
"28404",2014,"31","045",364,9018,0.0403637170104236,-13.7320746347975,0
"28405",2015,"31","045",223,8958,0.0248939495423086,-38.3259239086433,0
"28406",2016,"31","045",367,8911,0.0411850521826955,65.4420167948819,0
"28407",2017,"31","045",464,8888,0.0522052205220522,26.7576893929175,0
"28408",2018,"31","045",327,8705,0.0375646180356117,-28.0443264869576,0
"28409",2019,"31","045",259,8589,0.0301548492257539,-19.7253937277714,0
"28410",2020,"31","045",348,8150,0.0426993865030675,41.6003979439562,0
"28411",2021,"31","045",341,8131,0.0419382609765097,-1.78252098892135,0
"28412",2005,"31","047",1073,24085,0.0445505501349388,NA,NA
"28413",2006,"31","047",1282,24291,0.0527767485900128,18.4648639133697,0
"28414",2007,"31","047",1092,24178,0.0451650260567458,-14.4224923600302,0
"28415",2008,"31","047",1155,24160,0.0478062913907285,5.84803234844626,0
"28416",2009,"31","047",1251,24212,0.0516685940855774,8.07906780151947,0
"28417",2010,"31","047",1189,24312,0.0489058900954261,-5.34696954512731,0
"28418",2011,"31","047",1155,24216,0.0476957383548067,-2.4744498837627,0
"28419",2012,"31","047",1158,23977,0.0482962839387747,1.25911791007507,0
"28420",2013,"31","047",1269,24016,0.0528397734843438,9.40753444163305,0
"28421",2014,"31","047",1205,23986,0.0502376386225298,-4.92457611042744,0
"28422",2015,"31","047",894,23892,0.0374183827222501,-25.5172341928721,0
"28423",2016,"31","047",1177,23779,0.0494974557382564,32.2811199662665,0
"28424",2017,"31","047",1288,23657,0.0544447732172296,9.99509450573508,0
"28425",2018,"31","047",1031,23744,0.0434214959568733,-20.2467135208267,0
"28426",2019,"31","047",1077,23595,0.045645263827082,5.12135250341757,0
"28427",2020,"31","047",1107,24086,0.0459603088931329,0.690203187880392,0
"28428",2021,"31","047",955,23934,0.0399013955043035,-13.1829257347196,0
"28429",2005,"31","049",134,1999,0.0670335167583792,NA,NA
"28430",2006,"31","049",119,1969,0.0604367699339766,-9.84096783729903,0
"28431",2007,"31","049",106,1982,0.053481331987891,-11.508619593145,0
"28432",2008,"31","049",108,1986,0.054380664652568,1.68158239753748,0
"28433",2009,"31","049",96,1941,0.0494590417310665,-9.05031770565001,0
